word,root word,count in book,meaning,first_ref,refs,rarity word,rarity,rarity count
kaisa,,1,,24163,"[(24163, '‘Hamara beta Khaled, kaisa hain?’ How is our son, Khaled?')]",,16.880386784405005,89
daunted,daunt,1,"1. To overcome; to conquer. [Obs.] 2. To repress or subdue the courage of; to check by fear of danger; to cow; to intimidate; to dishearten. Some presences daunt and discourage us. Glanvill. Syn. -- To dismay; appall. See Dismay.

""appall"": 1. To make pale; to blanch. [Obs.] The answer that ye made to me, my dear, . . . Hath so appalled my countenance. Wyatt. 2. To weaken; to enfeeble; to reduce; as, an old appalled wight. [Obs.] Chaucer. Whine, of its own nature, will not congeal and freeze, only it will lose the strength, and become appalled in extremity of cold. Holland. 3. To depress or discourage with fear; to impress with fear in such a manner that the mind shrinks, or loses its firmness; to overcome with sudden terror or horror; to dismay; as, the sight appalled the stoutest heart. The house of peers was somewhat appalled at this alarum. Clarendon. Syn. -- To dismay; terrify; daunt; frighten; affright; scare; depress. See Dismay.

1. To grow faint; to become weak; to become dismayed or discouraged. [Obs.] Gower. 2. To lose flavor or become stale. [Obs.]

Terror; dismay. [Poet.] Cowper.

""dishearten"": To discourage; to deprive of courage and hope; to depress the spirits of; to deject. Regiments . . . utterly disorganized and disheartened. Macaulay. Syn. -- To dispirit; discourage; depress; deject; deter; terrify.",9752,"[(9752, '‘Well, I’ll be happy to try,’ I stammered, bewildered by the request, but not daunted by it.')]",daunt,16.869336948218418,90
decibel,,1,,25045,"[(25045, '‘I think Ghani did try to warn Khaderbhai what was in his heart,’ Salman said thoughtfully, his voice clear and his English rounded to the nearest decibel point.')]",,16.869336948218418,90
churlishness,,1,Rudeness of manners or temper; lack of kindness or courtesy.,1213,"[(1213, 'The churlishness of Leopold’s waiters was legendary.')]",,16.858407877686226,2
overhangs,overhang,1,"1. To impend or hang over. [R.] Beau. & Fl. 2. To hang over; to jut or project over. Pope.

To jut over. Milton.

1. In a general sense, that which just out or projects; a projection; also, the measure of the projection; as, the overhang is five feet. 2. Specifically: The projection of an upper part (as a roof, an upper story, or other part) of a building beyond the lower part; as, the overhang of a roof, of the eaves, etc. 3. (Naut.)  The portion of the bow or stem of a vessel that projects over the water beyond the water line. 4. (Mach.)  The projection of a part beyond another part that is directly below it, or beyond a part by which it is supported; as, the overhang of a shaft; i. e., its projection beyond its bearing.

""eaves"": 1. (Arch.)  The edges or lower borders of the roof of a building, which overhang the walls, and cast off the water that falls on the roof. 2. Brow; ridge. [Obs.] ""Eaves of the hill."" Wyclif. 3. Eyelids or eyelashes. And closing eaves of wearied eyes. Tennyson. Eaves board (Arch.), an arris fillet, or a thick board with a feather edge, nailed across the rafters at the eaves of a building, to raise the lower course of slates a little, or to receive the lowest course of tiles; -- called also eaves catch and eaves lath. -- Eaves channel, Eaves gutter, Eaves trough. Same as Gutter, 1. -- Eaves molding (Arch.), a molding immediately below the eaves, acting as a cornice or part of a cornice. -- Eaves swallow (Zoöl.). (a) The cliff swallow; -- so called from its habit of building retort-shaped nests of mud under the eaves of buildings. See Cliff swallow, under Cliff. (b) The European swallow.

""jut"": 1. To shoot out or forward; to project beyond the main body; as, the jutting part of a building. ""In jutting rock and curved shore."" Wordsworth. It seems to jut out of the structure of the poem. Sir T. Browne. 2. To butt. [Obs.] ""The jutting steer."" Mason.

1. That which projects or juts; a projection. 2. A shove; a push. [Obs.] Udall.

""impend"": To pay. [Obs.] Fabyan.

To hang over; to be suspended above; to threaten frome near at hand; to menace; to be imminent. See Imminent. Destruction sure o'er all your heads impends. Pope.",7723,"[(7723, 'The narrow lanes, obscured by ragged overhangs, were only partially visible and seemed more like tunnels than streets.')]",overhang,16.858407877686226,22
obliteration,,1,"The act of obliterating, or the state of being obliterated; extinction. Sir. M. Hale.",7938,"[(7938, 'Somehow, the soundlessness of that methodical, scouring obliteration struck at us all.')]",,16.858407877686226,91
greedily,,1,", adv. In a greedy manner.",8455,"[(8455, '‘It is also a language of love and money,’ she chuckled greedily.')]",,16.858407877686226,91
churlish,,1,"1. Like a churl; rude; cross-grained; ungracious; surly; illiberal; niggardly. ""Churlish benefits."" Ld. Burleigh. Half mankind maintain a churlish strife. Cowper. 2. Wanting pliancy; unmanageable; unyielding; not easily wrought; as, a churlish soil; the churlish and intractable nature of some minerals. Boyle.

""ungracious"": 1. Not gracious; showing no grace or kindness; being without good will; unfeeling. Shak. 2. Having no grace; graceless; wicked. [Obs.] Shak. 3. Not well received; offensive; unpleasing; unacceptable; not favored. Anything of grace toward the Irish rebels was as ungracious at Oxford as at London. Clarendon. -- Un*gra""cious*ly, adv. -- Un*gra""cious*ness, n.

""illiberal"": 1. Not liberal; not free or generous; close; niggardly; mean; sordid. ""A thrifty and illiberal hand."" Mason. 2. Indicating a lack of breeding, culture, and the like; ignoble; rude; narrow-minded; disingenuous. 3. Not well authorized or elegant; as, illiberal words in Latin. [R.] Chesterfield.

""niggardly"": Meanly covetous or avarcious in dealing with others; stingy; niggard. Where the owner of the house will be bountiful, it is not for the steward to be niggardly. Bp. Hall. Syn. -- Avarcious; covetous; parsimonious; sparing; miserly; penurios; sordid; stingy. See Avaricious.

In a niggard manner.

""churl"": 1. A rustic; a countryman or laborer. ""A peasant or churl."" Spenser. Your rank is all reversed; let men of cloth Bow to the stalwart churls in overalls. Emerson. 2. A rough, surly, ill-bred man; a boor. A churl's courtesy rarely comes, but either for gain or falsehood. Sir P. Sidney. 3. A selfish miser; an illiberal person; a niggard. Like to some rich churl hoarding up his pelf. Drayton.

Churlish; rough; selfish. [Obs.] Ford.

""pliancy"": The quality or state of being pliant in sense; as, the pliancy of a rod. ""Avaunt all specious pliancy of mind."" Wordsworth.

""intractable"": Not tractable; not easily governed, managed, or directed; indisposed to be taught, disciplined, or tamed; violent; stubborn; obstinate; refractory; as, an intractable child. Syn. -- Stubborn; perverse; obstinate; refractory; cross; unmanageable; unruly; headstrong; violent; ungovernable; unteachable. -- In*tract""a*ble*ness, n. -- In*tract""a*bly, adv.",10406,"[(10406, 'Tariq had said nothing on the walk, and I, burdened by worry about how to cope with him and the responsibility for his welfare—burdened by the boy himself, it seemed to me then—kept a churlish silence.')]",,16.858407877686226,91
meander,,1,"1. A winding, crooked, or involved course; as, the meanders of the veins and arteries. Sir M. Hale. While lingering rivers in meanders glide. Sir R. Blackmore. 2. A tortuous or intricate movement. 3. (Arch.)  Fretwork. See Fret.

To wind, turn, or twist; to make flexuous. Dryton.

To wind or turn in a course or passage; to be intricate. Five miles meandering with a mazy motion Through wood and dale the sacred river ran. Coleridge.

""mazy"": Perplexed with turns and windings; winding; intricate; confusing; perplexing; embarrassing; as, mazy error. Milton. To range amid the mazy thicket. Spenser. To run the ring, and trace the mazy round. Dryden.

""fretwork"": Work adorned with frets; ornamental openwork or work in relief, esp. when elaborate and minute in its parts. Heuce, any minute play of light andshade, dark and light, or the like. Banqueting on the turf in the fretwork of shade and sunshine. Macaulay.

""flexuous"": 1. Having turns, windings, or flexures. 2. (Bot.)  Having alternate curvatures in opposite directions; bent in a zigzag manner. 3. Wavering; not steady; flickering. Bacon.

""tortuous"": 1. Bent in different directions; wreathed; twisted; winding; as, a tortuous train; a tortuous train; a tortuous leaf or corolla. The badger made his dark and tortuous hole on the side of every hill where the copsewood grew thick. Macaulay. 2. Fig.: Deviating from rectitude; indirect; erroneous; deceitful. That course became somewhat lesstortuous, when the battle of the Boyne had cowed the spirit of the Jakobites. Macaulay. 3. Injurious: tortious. [Obs.] 4. (Astrol.)  Oblique; -- applied to the six signs of the zodiac (from Capricorn to Gemini) which ascend most rapidly and obliquely. [Obs.] Skeat. Infortunate ascendent tortuous. Chaucer. --Tor""tu*ous*ly, adv. -- Tor""tu*ous*ness, n.",10414,"[(10414, 'I came home late at night so often that I’d learned how to negotiate the eccentric meander of that clean path without stumbling or tripping on the edges of the many large potholes that no-one ever seemed inclined to repair.')]",,16.858407877686226,91
riven,,1,"p. p. & a. from Rive.

""rive"": To rend asunder by force; to split; to cleave; as, to rive timber for rails or shingles. I shall ryve him through the sides twain. Chaucer. The scolding winds have rived the knotty oaks. Shak. Brutus hath rived my heart. Shak.

To be split or rent asunder. Freestone rives, splits, and breaks in any direction. Woodward.

A place torn; a rent; a rift. [Prov. Eng.]",23184,"[(23184, 'The skin on my face was wooden, and as riven with cracks as the feet of the farmers in Prabaker’s village.')]",,16.858407877686226,66
rived,rive,1,"To rend asunder by force; to split; to cleave; as, to rive timber for rails or shingles. I shall ryve him through the sides twain. Chaucer. The scolding winds have rived the knotty oaks. Shak. Brutus hath rived my heart. Shak.

To be split or rent asunder. Freestone rives, splits, and breaks in any direction. Woodward.

A place torn; a rent; a rift. [Prov. Eng.]

""freestone"": A stone composed of sand or grit; -- so called because it is easily cut or wrought.

Having the flesh readily separating from the stone, as in certain kinds of peaches.

""rend"": 1. To separate into parts with force or sudden violence; to tear asunder; to split; to burst; as, powder rends a rock in blasting; lightning rends an oak. The dreadful thunder Doth rend the region. Shak. 2. To part or tear off forcibly; to take away by force. An empire from its old foundations rent. Dryden. I will surely rend the kingdom from thee. 1 Kings xi. 11. To rap and rend. See under Rap, v. t., to snatch. Syn. -- To tear; burst; break; rupture; lacerate; fracture; crack; split.

To be rent or torn; to become parted; to sepparate; to split. Jer. Taylor.

""knotty"": 1. Full of knots; knotted; having many knots; as, knotty timber; a knotty rope. 2. Hard; rugged; as, a knotty head.[R.] Rewe. 3. Difficult; intricate; perplexed. A knotty point to which we now proceed Pope.",23825,"[(23825, 'Unfortunately, I turned the burst eardrum to the ground, and the violence of the blow rived the wound even further.')]",rive,16.858407877686226,8
phonetic,,1,"1. Of or pertaining to the voice, or its use. 2. Representing sounds; as, phonetic characters; -- opposed to ideographic; as, a phonetic notation. Phonetic spelling, spelling in phonetic characters, each representing one sound only; -- contrasted with Romanic spelling, or that by the use of the Roman alphabet.

""ideographic"": Of or pertaining to an ideogram; representing ideas by symbols, independently of sounds; as, 9 represents not the word ""nine,"" but the idea of the number itself. -- I`de*o*graph""ic*al*ly, adv.

""romanic"": 1. Of or pertaining to Rome or its people. 2. Of or pertaining to any or all of the various languages which, during the Middle Ages, sprung out of the old Roman, or popular form of Latin, as the Italian, Spanish, Portuguese, French, Provencal, etc. 3. Related to the Roman people by descent; -- said especially of races and nations speaking any of the Romanic tongues. Romanic spelling, spelling by means of the letters of the Roman alphabet, as in English; -- contrasted with phonetic spelling.",4089,"[(4089, 'At the time, I was working on my own small reference dictionary of the Marathi language, based on phonetic spellings of the words I heard every day in the village.')]",,16.847596961582013,92
wheedled,wheedle,1,"1. To entice by soft words; to cajole; to flatter; to coax. The unlucky art of wheedling fools. Dryden. And wheedle a world that loves him not. Tennyson. 2. To grain, or get away, by flattery. A deed of settlement of the best part of her estate, which I wheedled out of her. Congreve.

To flatter; to coax; to cajole.

""cajole"": To deceive with flattery or fair words; to wheedle. I am not about to cajole or flatter you into a reception of my views. F. W. Robertson. Syn. -- To flatter; wheedle; delude; coax; entrap.",7071,"[(7071, '‘Oh, pleeeeeeese,’ Prabaker wheedled.')]",wheedle,16.847596961582013,31
muzzled,,1,,9550,"[(9550, 'The huge muzzled bear was chained at his neck and on his paws, and the chains passed through a metal grille at one of the windows.')]",,16.847596961582013,92
hurtle,,1,"1. To meet with violence or shock; to clash; to jostle. Together hurtled both their steeds. Fairfax. 2. To move rapidly; to wheel or rush suddenly or with violence; to whirl round rapidly; to skirmish. Now hurtling round, advantage for to take. Spenser. Down the hurtling cataract of the ages. R. L. Stevenson. 3. To make a threatening sound, like the clash of arms; to make a sound as of confused clashing or confusion; to resound. The noise of battle hurtled in the air. Shak. The earthquake sound Hurtling 'death the solid ground. Mrs. Browning.

1. To move with violence or impetuosity; to whirl; to brandish. [Obs.] His harmful club he gan to hurtle high. Spenser. 2. To push; to jostle; to hurl. And he hurtleth with his horse adown. Chaucer.

""brandish"": 1. To move or wave, as a weapon; to raise and move in various directions; to shake or flourish. The quivering lance which he brandished bright. Drake. 2. To play with; to flourish; as, to brandish syllogisms.

A flourish, as with a weapon, whip, etc. ""Brandishes of the fan."" Tailer.

""cataract"": 1. A great fall of water over a precipice; a large waterfall. 2. (Surg.)  An opacity of the crystalline lens, or of its capsule, which prevents the passage of the rays of light and impairs or destroys the sight. 3. (Mach.)  A kind of hydraulic brake for regulating the action of pumping engines and other machines; -- sometimes called dashpot.

""resound"": 1. To sound loudly; as, his voice resounded far. 2. To be filled with sound; to ring; as, the woods resound with song. 3. To be echoed; to be sent back, as sound. ""Common fame . . . resounds back to them again."" South. 4. To be mentioned much and loudly. Milton. 5. To echo or reverberate; to be resonant; as, the earth resounded with his praise.

1. To throw back, or return, the sound of; to echo; to reverberate. Albion's cliffs resound the rurPope. 2. To praise or celebrate with the voice, or the sound of instruments; to extol with sounds; to spread the fame of. The man for wisdom's various arts renowned, Long exercised in woes, O muse, resound. Pope. Syn. -- To echo; reëcho; reverberate; sound.

Return of sound; echo. Beaumont.

""adown"": From a higher to a lower situation; downward; down, to or on the ground. [Archaic] ""Thrice did she sink adown."" Spenser.

Down. [Archaic & Poetic] Her hair adown her shoulders loosely lay displayed. Prior.

""jostle"": To run against and shake; to push out of the way; to elbow; to hustle; to disturb by crowding; to crowd against. ""Bullies jostled him."" Macaulay. Systems of movement, physical, intellectual, and moral, which are perpetually jostling each other. I. Taylor.

To push; to crowd; to hustle. None jostle with him for the wall. Lamb.

A conflict by collisions; a crowding or bumping together; interference. The jostle of South African nationalities and civilization. The Nation.

""impetuosity"": 1. The condition or quality of being impetuous; fury; violence. 2. Vehemence, or furiousnes of temper. Shak.",20300,"[(20300, 'Closely following Vikram’s lead, I flew at steep inclines and conquered them to plummet over the summit, and hurtle downward into curving loops of wind and scattered shrubs.')]",,16.847596961582013,92
profusion,,1,"1. The act of one who is profuse; a lavishing or pouring out without sting. Thy vast profusion to the factious nobles Rowe. 2. Abundance; exuberant plenty; lavish supply; as, a profusion of commodities. Addison.

""factious"": 1. Given to faction; addicted to form parties and raise dissensions, in opposition to government or the common good; turbulent; seditious; prone to clamor against public measures or men; -- said of persons. Factious for the house of Lancaster. Shak. 2. Pertaining to faction; proceeding from faction; indicating, or characterized by, faction; -- said of acts or expressions; as, factious quarrels. Headlong zeal or factious fury. Burke. -- Fac""tious*ly, adv. -- Fac""tious-ness, n.

""profuse"": 1. Pouring forth with fullness or exuberance; bountiful; exceedingly liberal; giving without stint; as, a profuse government; profuse hospitality. A green, shady bank, profuse of flowers. Milton. 2. Superabundant; excessive; prodigal; lavish; as, profuse expenditure. ""Profuse ornament."" Kames. Syn. -- Lavish; exuberant; bountiful; prodigal; extravagant. -- Profuse, Lavish, Prodigal. Profuse denotes pouring out (as money, etc.) with great fullness or freeness; as, profuse in his expenditures, thanks, promises, etc. Lavish is stronger, implying unnecessary or wasteful excess; as, lavish of his bounties, favors, praises, etc. Prodigal is stronger still, denoting unmeasured or reckless profusion; as, prodigal of one's strength, life, or blood, to secure some object. Dryden.

To pour out; to give or spend liberally; to lavish; to squander. [Obs.] Chapman.",27310,"[(27310, 'Sections of the sculpted and moulded forms—heads and limbs and bodies with gorgeously rounded bellies—rested on the floor of the hut amid a venerable profusion of plaques, reliefs, statues, and other pieces.')]",,16.847596961582013,92
whirr,,1,,2271,"[(2271, 'Traffic noise faded, ceased, and was replaced by street sound—a class of children reciting verses from the Koran in a little courtyard; the whirr and scrape of stone on stone, as women ground spices in doorways; and the whining optimism of cries from knife sharpeners, mattress-fluffers, stove repairers, and other hawkers.')]",,16.836901672465267,93
precipitous,,1,"1. Steep, like a precipice; as, a precipitous cliff or mountain. 2. Headlong; as, precipitous fall. 3. Hasty; rash; quick; sudden; precipitate; as, precipitous attempts. Sir T. Browne. ""Marian's low, precipitous `Hush!'"" Mrs. Browning. -- Pre*cip""i*tous*ly, adv. -- Pre*cip""i*tous*ness, n.

""precipitate"": 1. Overhasty; rash; as, the king was too precipitate in declaring war. Clarendon. 2. Lacking due deliberation or care; hurried; said or done before the time; as, a precipitate measure. ""The rapidity of our too precipitate course."" Landor. 3. Falling, flowing, or rushing, with steep descent; headlong. Precipitate the furious torrent flows. Prior. 4. Ending quickly in death; brief and fatal; as, a precipitate case of disease. [Obs.] Arbuthnot.

An insoluble substance separated from a solution in a concrete state by the action of some reagent added to the solution, or of some force, such as heat or cold. The precipitate may fall to the bottom (whence the name), may be diffused through the solution, or may float at or near the surface. Red precipitate (Old. Chem), mercuric oxide (HgO) a heavy red crystalline powder obtained by heating mercuric nitrate, or by heating mercury in the air. Prepared in the latter manner, it was the precipitate per se of the alchemists. -- White precipitate (Old Chem.) (a) A heavy white amorphous powder (NH2.HgCl) obtained by adding ammonia to a solution of mercuric chloride or corrosive sublimate; -- formerly called also infusible white precipitate, and now amido-mercuric chloride. (b) A white crystalline substance obtained by adding a solution of corrosive sublimate to a solution of sal ammoniac (ammonium chloride); -- formerly called also fusible white precipitate.

1. To throw headlong; to cast down from a precipice or height. She and her horse had been precipitated to the pebbled region of the river. W. Irving. 2. To urge or press on with eager haste or violence; to cause to happen, or come to a crisis, suddenly or too soon; as, precipitate a journey, or a conflict. Back to his sight precipitates her steps. Glover. If they be daring, it may precipitate their designs, and prove dangerous. Bacon. 3. (Chem.)  To separate from a solution, or other medium, in the form of a precipitate; as, water precipitates camphor when in solution with alcohol. The light vapor of the preceding evening had been precipitated by the cold. W. Irving.

1. To dash or fall headlong. [R.] So many fathom down precipitating. Shak. 2. To hasten without preparation. [R.] 3. (Chem.)  To separate from a solution as a precipitate. See Precipitate, n.",3365,"[(3365, 'Given the narrow road, the precipitous fall on the low side, the frequent columns of people and animals that lined the high side, the titanic mass of our swaying ark of a bus, and the vertiginous hostility with which the driver negotiated every curve, the speed was sufficient to relieve me of the need to sleep or relax on the ride.')]",,16.836901672465267,93
sheepish,,1,"1. Of or pertaining to sheep. [Obs.] 2. Like a sheep; bashful; over-modest; meanly or foolishly diffident; timorous to excess. Wanting change of company, he will, when he comes abroad, be a sheepish or conceited creature. Locke. -- Sheep""ish*ly, adv. -- Sheep""ish*ness, n.

""timorous"": 1. Fearful of danger; timid; deficient in courage. Shak. 2. Indicating, or caused by, fear; as, timorous doubts. ""The timorous apostasy of chuchmen."" Milman. -- Tim""or*ous*ly, adv. -- Tim""or*ous*ness, n.

""diffident"": 1. Wanting confidence in others; distrustful. [Archaic] You were always extremely diffident of their success. Melmoth. 2. Wanting confidence in one's self; distrustful of one's own powers; not self-reliant; timid; modest; bashful; characterized by modest reserve. The diffident maidens, Folding their hands in prayer. Longfellow. Syn. -- Distrustful; suspicious; hesitating; doubtful; modest; bashful; lowly; reserved.

""meanly"": Moderately. [Obs.] A man meanly learned himself, but not meanly affectioned to set forward learning in others. Ascham.

In a mean manner; unworthily; basely; poorly; ungenerously. While the heaven-born child All meanly wrapt in the rude manger lies. Milton. Would you meanly thus rely On power you know I must obey Prior. We can not bear to have others think meanly of them [our kindred]. I. Watts.",9334,"[(9334, 'The sheepish, trusting smile that the young man offered me was no help.')]",,16.836901672465267,93
exaltation,,1,"1. The act of exalting or raising high; also, the state of being exalted; elevation. Wondering at my flight, and change To this high exaltation. Milton. 2. (Alchem.)  The refinement or subtilization of a body, or the increasing of its virtue or principal property. 3. (Astrol.)  That place of a planet in the zodiac in which it was supposed to exert its strongest influence.

""subtilization"": 1. The act of making subtile. 2. (Old Chem.)  The operation of making so volatile as to rise in steam or vapor. 3. Refinement; subtlety; extreme attenuation.",23784,"[(23784, 'And I looked at the men, the brave and beautiful men beside me, running into the guns, and God help me for thinking it, and God forgive me for saying it, but it was glorious, it was glorious, if glory is a magnificent and raptured exaltation.')]",,16.836901672465267,93
cretinous,,1,"Having the characteristics of a cretin. ""Cretinous stupefaction."" Ruskin.

""stupefaction"": The act of stupefying, or the state of being stupefied. [Written also stupifaction.] Resistance of the dictates of conscience brings a hardness and stupefaction upon it. South.",13023,"[(13023, 'His slack-lipped, cretinous puzzlement made me laugh the harder.')]",,16.826319563134728,94
wend,,1,"p. p. of Wene. Chaucer.

1. To go; to pass; to betake one's self. ""To Canterbury they wend."" Chaucer. To Athens shall the lovers wend. Shak. 2. To turn round. [Obs.] Sir W. Raleigh.

To direct; to betake;- used chiefly in the phrase to wend one's way. Also used reflexively. ""Great voyages to wend."" Surrey.

A large extent of ground; a perambulation; a circuit. [Obs.] Burrill.

""betake"": 1. To take or seize. [Obs.] Spenser. 2. To have recourse to; to apply; to resort; to go; -- with a reflexive pronoun. They betook themselves to treaty and submission. Burke. The rest, in imitation, to like arms Betook them. Milton. Whither shall I betake me, where subsist Milton. 3. To commend or intrust to; to commit to. [Obs.]

""perambulation"": 1. The act of perambulating; traversing. Bacon. 2. An annual survey of boundaries, as of town, a parish, a forest, etc. 3. A district within which one is authorized to make a tour of inspection. ""The . . . bounds of his own perambulation."" [Obs.] Holyday.

""wene"": To ween. [Obs.] Chaucer.",27885,"[(27885, 'From a low-walled courtyard on the white marble island of Haji Ali Mosque, I watched pilgrims and pious local residents wend and weave, leaving the shrine for the shore along the flat stone path.')]",,16.826319563134728,94
soll,,1,,1271,"[(1271, '‘And don’t you have any wie soll ich das sagen, any program?')]",,16.815848263267434,95
fantasising,,1,,11647,"[(11647, 'He was a man she’d liked, a handsome man she’d found herself fantasising about from time to time.')]",,16.815848263267434,69
riffled,riffle,1,"A trough or sluice having cleats, grooves, or steps across the bottom for holding quicksilver and catching particles of gold when auriferous earth is washed; also, one of the cleats, grooves, or steps in such a trough. Also called ripple.

""auriferous"": Gold-bearing; containing or producing gold. Whence many a bursting stream auriferous plays. Thomson. ~= pyrites, iron pyrites (iron disulphide), containing some gold disseminated through it.

""quicksilver"": The metal mercury; -- so called from its resemblance to liquid silver. Quicksilver horizon, a mercurial artificial horizon. See under Horizon. -- Quicksilver water, a solution of mercury nitrate used in artificial silvering; quick water.",12126,"[(12126, 'A desultory breeze riffled the gauze curtains, and I saw a soft yellow light, a candle, glowing within.')]",riffle,16.815848263267434,2
vehement,,1,"1. Acting with great force; furious; violent; impetuous; forcible; mighty; as, vehement wind; a vehement torrent; a vehement fire or heat. 2. Very ardent; very eager or urgent; very fervent; passionate; as, a vehement affection or passion. ""Vehement instigation."" Shak. ""Vehement desire."" Milton. Syn. -- Furious; violent; raging; impetuous; passionate; ardent; eager; hot; fervid; burning.

""fervid"": 1. Very hot; burning; boiling. The mounted sun Shot down direct his fervid rays. Milton. 2. Ardent; vehement; zealous. The fervid wishes, holy fires. Parnell. -- Fer""vid*ly, adv. -- Fer""vid*ness, n.

""forcible"": 1. Possessing force; characterized by force, efficiency, or energy; powerful; efficacious; impressive; influential. How forcible are right words! Job. vi. 2 Sweet smells are most forcible in dry substances, when broken. Bacon. But I have reasons strong and forcible. Shak. That punishment which hath been sometimes forcible to bridle sin. Hooker. He is at once elegant and sublime, forcible and ornamented. Lowth (Transl. ) 2. Violent; impetuous. Like mingled streams, more forcible when joined. Prior. 3. Using force against opposition or resistance; obtained by compulsion; effected by force; as, forcible entry or abduction. In embraces of King James . . . forcible and unjust. Swift. Forcible entry and detainer (Law), the entering upon and taking and withholding of land and tenements by actual force and violence, and with a strong hand, to the hindrance of the person having the right to enter. Syn. -- Violent; powerful; strong; energetic; mighty; potent; weighty; impressive; cogent; influential.

""instigation"": The act of instigating, or the state of being instigated; incitement; esp. to evil or wickedness. The baseness and villainy that . . . the instigation of the devil could bring the sons of men to. South.",15651,"[(15651, 'Her manner was so vehement, and the stand she was taking so inflexible and unexpected, that I was too surprised to be angry.')]",,16.815848263267434,95
riffle,,1,"A trough or sluice having cleats, grooves, or steps across the bottom for holding quicksilver and catching particles of gold when auriferous earth is washed; also, one of the cleats, grooves, or steps in such a trough. Also called ripple.

""auriferous"": Gold-bearing; containing or producing gold. Whence many a bursting stream auriferous plays. Thomson. ~= pyrites, iron pyrites (iron disulphide), containing some gold disseminated through it.

""quicksilver"": The metal mercury; -- so called from its resemblance to liquid silver. Quicksilver horizon, a mercurial artificial horizon. See under Horizon. -- Quicksilver water, a solution of mercury nitrate used in artificial silvering; quick water.",25586,"[(25586, 'We were quiet for a while, listening to the noises that pushed their way into the room with a breeze that caused the curtains to riffle, swell, and fall.')]",,16.815848263267434,95
seinen,,1,,1237,"[(1237, 'And later, when I went to the bathroom for a little sniff of cokes, I came back to see daβ er seinen Schwanz ganz tief in einer meiner Schuhe hat!')]",,16.805485476231887,18
undergarment,,1,,11389,"[(11389, 'It was a measure of their despondency and their fear that dread had banished modesty, and they allowed the girl to be examined in a flimsy undergarment that revealed her shoulders and most of one breast.')]",,16.805485476231887,96
hatchets,,1,,21451,"[(21451, 'There were hatchets and thick-bladed knives and sewing kits.')]",,16.805485476231887,96
mela,,1,,27255,"[(27255, '‘I myself was in the mela at Chowpatty.')]",,16.805485476231887,96
wonderment,,1,"Surprise; astonishment; a wonderful appearance; a wonder. Bacon. All the common sights they view, Their wonderment engage. Sir W. Scott.",3668,"[(3668, 'Prabaker was at my side, and although he smiled and enjoyed the celebrity that the moment gave him, he too was awed by the press of attention and the surrounding wall of wonderment and expectation.')]",,16.795228976064696,97
hallucinatory,,1,"Partaking of, or tending to produce, hallucination.",8881,"[(8881, 'It was so potent, and came with such force from the water-pipe, that almost at once my bloodshot eyes failed in focus and I experienced a mild, hallucinatory effect: the blurring at the edges of other people’s faces, and a minuscule time-delay in their movements.')]",,16.795228976064696,97
blest,,1,"Blessed. ""This patriarch blest."" Milton. White these blest sounds my ravished ear assail. Trumbull.

""assail"": 1. To attack with violence, or in a vehement and hostile manner; to assault; to molest; as, to assail a man with blows; to assail a city with artillery. No rude noise mine ears assailing. Cowper. No storm can now assail The charm he wears within. Keble. 2. To encounter or meet purposely with the view of mastering, as an obstacle, difficulty, or the like. The thorny wilds the woodmen fierce assail. Pope. 3. To attack morally, or with a view to produce changes in the feelings, character, conduct, existing usages, institutions; to attack by words, hostile influence, etc.; as, to assail one with appeals, arguments, abuse, ridicule, and the like. The papal authority . . . assailed. Hallam. They assailed him with keen invective; they assailed him with still keener irony. Macaulay. Syn. -- To attack; assault; invade; encounter; fall upon. See Attack.",10947,"[(10947, 'A few minutes later, I passed the World Trade Centre and entered the compound of the slum, remembering, as I always did, the first time I entered those blest and tormented acres.')]",,16.795228976064696,97
colloquial,,1,"Pertaining to, or used in, conversation, esp. common and familiar conversation; conversational; hence, unstudied; informal; as, colloquial intercourse; colloquial phrases; a colloquial style. -- Col*lo""qui*al*ly, adv. His [Johnson's] colloquial talents were, indeed, of the highest order. Macaulay.

""unstudied"": 1. Not studied; not acquired by study; unlabored; natural. 2. Not skilled; unversed; -- followed by in. 3. Not spent in study. [Obs.] ""To cloak the defects of their unstudied years."" Milton.",13367,"[(13367, 'Finally, I asked him in rough, colloquial Hindi if he had any Indian movie songs in his cab.')]",,16.795228976064696,97
disquietingly,disquiet,1,"Deprived of quiet; impatient; restless; uneasy. [R.] Shak.

Want of quiet; want of tranquility in body or mind; uneasiness; restlessness; disturbance; anxiety. Swift.

To render unquiet; to deprive of peace, rest, or tranquility; to make uneasy or restless; to disturb. Why art thou cast down, O my soul, and why art thou disquieted within me Ps. xlii. 11. As quiet as these disquieted times will permit. Sir W. Scott. Syn. -- To harass; disturb; vex; fret; excite; agitate.

""unquiet"": To disquiet. [Obs.] Ld. Herbert.

Not quiet; restless; uneasy; agitated; disturbed. -- Un*qui""et*ly, adv. -- Un*qui""et*ness, n.

""uneasiness"": 1. The quality or state of being uneasy; restlessness; disquietude; anxiety. 2. The quality of making uneasy; discomfort; as, the uneasiness of the road. [Obs.] Bp. Burnet.",14055,"[(14055, 'That action sprayed, through what appeared to be a valve in the navel of the goddess, a potent and disquietingly industrial mix of chemical perfumes onto the shirt and trousers of his passenger.')]",disquiet,16.795228976064696,2
